"Accession","SPC","SURFY","Town","Cunha","Diaz.Ramos"
"Q9BXL7",0,0,0,0,0
"Q5VU69",0,0,0,0,0
"Q6UWZ7",0,0,0,0,0
"C9JTQ0",0,0,0,0,0
"Q8TE56",0,0,0,0,0
"P05089",0,0,0,0,0
"Q5T601",3,1,1,1,0
"Q96SE0",3,0,1,1,1
"O14520",3,0,1,1,1
"Q96CM8",0,0,0,0,0
"Q9UBB4",0,0,0,0,0
"Q08AD1",0,0,0,0,0
"P58335",4,1,1,1,1
"A2A2Z9",0,0,0,0,0
"A6NF34",1,1,0,0,0
"P19801",0,0,0,0,0
"Q8WXF7",1,0,1,0,0
"Q8N5C7",0,0,0,0,0
"P04080",0,0,0,0,0
"Q92499",0,0,0,0,0
"P00167",1,0,1,0,0
"Q9GZZ7",1,1,0,0,0
"P09228",0,0,0,0,0
"Q6ZVS7",0,0,0,0,0
"B3EWG5",0,0,0,0,0
"P10176",1,0,1,0,0
"Q96GX8",0,0,0,0,0
"P06731",3,1,1,0,1
"Q7Z6K5",0,0,0,0,0
"Q9NY25",3,1,1,0,1
"O75891",0,0,0,0,0
"Q8WZ55",2,0,1,1,0
"Q6UXT8",0,0,0,0,0
"Q96FH0",0,0,0,0,0
"Q7Z4U5",0,0,0,0,0
"Q8N999",0,0,0,0,0
"Q16352",0,0,0,0,0
"Q9H741",0,0,0,0,0
"Q12955",1,0,1,0,0
"Q5W0U4",0,0,0,0,0
"O75131",0,0,0,0,0
"Q9UQB8",0,0,0,0,0
"Q495D7",0,0,0,0,0
"Q8NEN0",0,0,0,0,0
"Q8N726",0,0,0,0,0
"Q8WYQ3",0,0,0,0,0
"P0C853",0,0,0,0,0
"P12644",0,0,0,0,0
"O00499",0,0,0,0,0
"Q9H1Z8",0,0,0,0,0
"P22004",0,0,0,0,0
"Q7Z5Y6",0,0,0,0,0
"Q0P651",0,0,0,0,0
"Q8IZF4",2,1,0,1,0
"Q9NWV8",0,0,0,0,0
"Q9NVV5",2,0,1,1,0
"Q9C0J1",1,0,1,0,0
"P54132",0,0,0,0,0
"C9JSJ3",0,0,0,0,0
"Q8IVW1",0,0,0,0,0
"O60911",1,0,1,0,0
"O15143",0,0,0,0,0
"Q9NUZ1",0,0,0,0,0
"P17787",3,1,1,1,0
"Q8N8L6",0,0,0,0,0
"Q9P287",0,0,0,0,0
"Q8N0Z2",0,0,0,0,0
"Q9Y284",1,0,0,1,0
"P18848",0,0,0,0,0
"Q66LE6",0,0,0,0,0
"Q8IYL3",0,0,0,0,0
"P02747",0,0,0,0,0
"P78363",2,1,0,1,0
"B2RNN3",0,0,0,0,0
"Q8WWZ7",2,1,0,1,0
"P23582",0,0,0,0,0
"Q86W34",0,0,0,0,0
"Q86V35",2,0,1,1,0
"P13928",0,0,0,0,0
"P48751",2,0,1,1,0
"Q8N139",4,1,1,1,1
"Q9H3Z7",0,0,0,0,0
"P00846",1,0,1,0,0
"Q6HA08",0,0,0,0,0
"P49913",0,0,0,0,0
"Q9NP70",0,0,0,0,0
"Q9BXX2",0,0,0,0,0
"P25098",0,0,0,0,0
"Q96MC4",0,0,0,0,0
"Q92858",0,0,0,0,0
"P15813",4,1,1,1,1
"Q9NVP1",0,0,0,0,0
"Q9H467",0,0,0,0,0
"Q15041",1,0,1,0,0
"Q8NFZ0",0,0,0,0,0
"Q01523",0,0,0,0,0
"P28562",0,0,0,0,0
"Q9NRM1",0,0,0,0,0
"Q8NCQ2",0,0,0,0,0
"Q6ICH7",1,0,1,0,0
"A6NCJ1",0,0,0,0,0
"Q9BRF8",0,0,0,0,0
"P23508",0,0,0,0,0
"Q8NEF3",0,0,0,0,0
"P21964",1,0,1,0,0
"Q86UF4",0,0,0,0,0
"A0PK11",1,1,0,0,0
"A6NMK7",0,0,0,0,0
"A0A0U1RRI6",0,0,0,0,0
"Q5T280",0,0,0,0,0
"P07358",0,0,0,0,0
"Q9NQ33",0,0,0,0,0
"P30203",4,1,1,1,1
"Q9H3R5",0,0,0,0,0
"Q96KN2",0,0,0,0,0
"O43405",0,0,0,0,0
"Q8N7E2",0,0,0,0,0
"Q8IVL8",0,0,0,0,0
"Q9BV73",0,0,0,0,0
"Q96MU5",0,0,0,0,0
"O43529",1,0,1,0,0
"Q8IYW2",0,0,0,0,0
"Q6UXB4",4,1,1,1,1
"P0C7M8",1,0,1,0,0
"P05108",0,0,0,0,0
"Q6FI81",0,0,0,0,0
"Q14137",0,0,0,0,0
"Q6ZQR2",0,0,0,0,0
"C9J202",0,0,0,0,0
"Q5JPI3",0,0,0,0,0
"Q5BKX5",0,0,0,0,0
"Q9H3H3",0,0,0,0,0
"P54793",1,0,0,1,0
"Q6P4H8",2,0,1,1,0
"P49407",0,0,0,0,0
"P05093",0,0,0,0,0
"P00746",0,0,0,0,0
"P05156",0,0,0,0,0
"Q96SQ9",0,0,0,0,0
"P13760",4,1,1,1,1
"Q9Y6K0",1,0,0,1,0
"P12109",0,0,0,0,0
"Q9H9P2",4,1,1,1,1
"Q49MI3",0,0,0,0,0
"Q13023",0,0,0,0,0
"Q8IYT2",1,0,1,0,0
"Q5JWF8",0,0,0,0,0
"Q8NAP1",0,0,0,0,0
"A5YKK6",1,0,0,1,0
"O95628",0,0,0,0,0
"P33076",0,0,0,0,0
"Q96QU6",0,0,0,0,0
"Q8WUZ0",0,0,0,0,0
"Q6ZP68",0,0,0,0,0
"P21730",4,1,1,1,1
"Q9BWV1",3,1,1,1,0
"P55286",2,1,0,1,0
"O96020",0,0,0,0,0
"Q5H9F3",0,0,0,0,0
"P30939",3,1,1,1,0
"Q9NR19",0,0,0,0,0
"Q8N6M6",0,0,0,0,0
"Q16589",0,0,0,0,0
"Q6ZUJ8",0,0,0,0,0
"Q08828",3,0,1,1,1
"P16070",4,1,1,1,1
"Q9H568",0,0,0,0,0
"Q92688",0,0,0,0,0
"O00585",0,0,0,0,0
"Q9NUS5",0,0,0,0,0
"Q5SVJ3",0,0,0,0,0
"O94973",0,0,0,0,0
"P30926",3,1,0,1,1
"O14965",0,0,0,0,0
"Q96K21",1,0,1,0,0
"Q9UKF2",3,1,1,1,0
"Q674R7",2,0,1,1,0
"Q8WWZ4",3,0,1,1,1
"P36542",0,0,0,0,0
"P02654",0,0,0,0,0
"Q9UHK6",0,0,0,0,0
"Q9NYB9",0,0,0,0,0
"P01160",0,0,0,0,0
"Q7Z4Y8",0,0,0,0,0
"Q9NRK6",0,0,0,0,0
"Q9HC96",0,0,0,0,0
"P04921",4,1,1,1,1
"Q08426",0,0,0,0,0
"P59020",0,0,0,0,0
"Q92636",0,0,0,0,0
"Q13166",0,0,0,0,0
"P19099",0,0,0,0,0
"P51795",1,0,0,1,0
"Q9HAW4",0,0,0,0,0
"Q9C0K3",0,0,0,0,0
"Q8NHU2",0,0,0,0,0
"Q7Z449",1,0,0,1,0
"Q96MT4",0,0,0,0,0
"P09919",0,0,0,0,0
"Q8N6U2",0,0,0,0,0
"Q9UQC9",3,1,1,1,0
"Q86VU5",1,0,1,0,0
"A0A1B0GVH6",0,0,0,0,0
"Q8IUQ0",0,0,0,0,0
"Q8TDX6",1,0,1,0,0
"P06493",0,0,0,0,0
"O95741",0,0,0,0,0
"Q8TEY5",1,0,1,0,0
"P06280",0,0,0,0,0
"P13761",4,1,1,1,1
"Q8WWK9",0,0,0,0,0
"P07320",0,0,0,0,0
"O43184",3,1,1,1,0
"Q8WVQ1",1,0,1,0,0
"P82251",2,1,0,1,0
"Q9UBD9",0,0,0,0,0
"P23634",3,1,0,1,1
"P31944",0,0,0,0,0
"Q8NFD5",0,0,0,0,0
"Q9BR61",0,0,0,0,0
"Q86TW2",0,0,0,0,0
"Q9H6L4",0,0,0,0,0
"P20851",0,0,0,0,0
"P35368",4,1,1,1,1
"Q8IZF6",3,1,1,1,0
"P29374",0,0,0,0,0
"Q7Z3E5",0,0,0,0,0
"P34820",0,0,0,0,0
"P30532",4,1,1,1,1
"Q8NDY6",0,0,0,0,0
"O15254",0,0,0,0,0
"P31946",0,0,0,0,0
"P14621",0,0,0,0,0
"Q9H0R1",0,0,0,0,0
"Q16527",0,0,0,0,0
"Q96Q91",2,0,1,1,0
"Q86UP0",3,1,1,1,0
"P50583",0,0,0,0,0
"Q5CZ79",0,0,0,0,0
"Q6ZTN6",0,0,0,0,0
"Q8N6Q3",2,1,0,0,1
"P61966",0,0,0,0,0
"P19961",0,0,0,0,0
"P51164",3,1,1,1,0
"Q99218",0,0,0,0,0
"P17302",4,1,1,1,1
"P55317",0,0,0,0,0
"P29972",4,1,1,1,1
"P17655",0,0,0,0,0
"Q8N144",2,0,1,1,0
"Q13461",0,0,0,0,0
"O75593",0,0,0,0,0
"P12838",0,0,0,0,0
"P04424",0,0,0,0,0
"Q9NWL6",0,0,0,0,0
"Q8N111",2,0,1,1,0
"Q9P2M7",0,0,0,0,0
"A6NE02",0,0,0,0,0
"P47755",0,0,0,0,0
"P08243",0,0,0,0,0
"Q8N1N5",0,0,0,0,0
"Q6XD76",0,0,0,0,0
"Q5T686",0,0,0,0,0
"Q8J025",3,1,0,1,1
"Q0P5P2",0,0,0,0,0
"Q0P641",0,0,0,0,0
"A4D0V7",0,0,0,0,0
"Q9H0L4",0,0,0,0,0
"Q12996",0,0,0,0,0
"Q9P0B6",2,0,1,1,0
"Q9NR16",4,1,1,1,1
"P10966",4,1,1,1,1
"Q8TCD1",0,0,0,0,0
"Q9H503",0,0,0,0,0
"P68133",0,0,0,0,0
"Q13515",0,0,0,0,0
"Q96J87",0,0,0,0,0
"A8MVZ5",2,1,1,0,0
"Q96MT8",0,0,0,0,0
"Q8TDG2",0,0,0,0,0
"Q9NU02",0,0,0,0,0
"P61604",0,0,0,0,0
"Q9UKV8",0,0,0,0,0
"Q2TAA5",2,0,1,1,0
"P0C7V0",0,0,0,0,0
"O95992",1,0,0,1,0
"P0C7P0",0,0,0,0,0
"P42772",0,0,0,0,0
"O95376",0,0,0,0,0
"P09668",0,0,0,0,0
"Q5T5F5",0,0,0,0,0
"Q6W2J9",0,0,0,0,0
"A6NKF2",0,0,0,0,0
"O14503",0,0,0,0,0
"Q8NFL0",1,0,1,0,0
"Q14692",0,0,0,0,0
"P11274",0,0,0,0,0
"Q0P5N6",0,0,0,0,0
"P22674",0,0,0,0,0
"Q16548",0,0,0,0,0
"P07306",3,1,1,1,0
"Q96GX2",0,0,0,0,0
"Q8N7Z5",0,0,0,0,0
"Q9Y689",0,0,0,0,0
"Q96HA4",2,1,1,0,0
"Q9NWB6",0,0,0,0,0
"Q6ZSJ8",0,0,0,0,0
"Q9H8E8",0,0,0,0,0
"Q9BRK5",0,0,0,0,0
"Q9BXL6",0,0,0,0,0
"P04229",4,1,1,1,1
"Q5T2N8",0,0,0,0,0
"Q30167",4,1,1,1,1
"Q9UQ88",0,0,0,0,0
"O43852",0,0,0,0,0
"Q9NW15",2,0,1,1,0
"Q4VNC1",2,0,1,1,0
"O95477",3,1,0,1,1
"Q9Y2T2",0,0,0,0,0
"Q8WU67",1,0,1,0,0
"Q8WZ64",0,0,0,0,0
"O15033",0,0,0,0,0
"Q96KC9",0,0,0,0,0
"Q9BWW8",1,0,0,1,0
"Q8WTS1",0,0,0,0,0
"Q92572",0,0,0,0,0
"Q75V66",3,1,1,1,0
"P11586",0,0,0,0,0
"Q9HCE9",1,0,0,1,0
"Q9BV23",1,0,1,0,0
"A8MVX0",0,0,0,0,0
"Q6UB98",0,0,0,0,0
"A8MYA2",0,0,0,0,0
"Q99684",0,0,0,0,0
"Q4L180",0,0,0,0,0
"Q2VPK5",0,0,0,0,0
"Q6YFQ2",0,0,0,0,0
"Q8TC84",0,0,0,0,0
"O00481",4,1,1,1,1
"Q49AN0",0,0,0,0,0
"Q5SZB4",0,0,0,0,0
"A0A1B0GUA6",0,0,0,0,0
"A6NM45",1,1,0,0,0
"P78357",3,1,1,1,0
"Q5K130",0,0,0,0,0
"A0A1W2PPM1",0,0,0,0,0
"A0A1B0GUT2",0,0,0,0,0
"P35318",0,0,0,0,0
"Q96DR5",0,0,0,0,0
"P02461",0,0,0,0,0
"Q96A33",1,0,1,0,0
"P46092",4,1,1,1,1
"Q8NFU0",3,1,1,1,0
"Q5SY13",0,0,0,0,0
"O15155",1,0,1,0,0
"Q9BPX5",0,0,0,0,0
"Q9NYQ6",2,1,0,1,0
"Q9ULD4",0,0,0,0,0
"Q8IXR9",0,0,0,0,0
"Q8N1G2",0,0,0,0,0
"Q68CJ9",1,0,1,0,0
"Q8IWF9",0,0,0,0,0
"Q8N3K9",0,0,0,0,0
"P0DN87",0,0,0,0,0
"B7Z1M9",0,0,0,0,0
"Q13131",0,0,0,0,0
"Q12802",0,0,0,0,0
"P78536",4,1,1,1,1
"Q9Y312",0,0,0,0,0
"P30281",0,0,0,0,0
"P28907",3,1,1,0,1
"P49918",0,0,0,0,0
"Q16581",3,1,0,1,1
"Q5EE01",0,0,0,0,0
"Q9P0K1",3,1,1,1,0
"P26439",1,0,1,0,0
"Q15822",3,1,0,1,1
"P07711",0,0,0,0,0
"Q8WXA8",3,1,1,1,0
"Q03989",0,0,0,0,0
"Q8N6N3",0,0,0,0,0
"O95389",0,0,0,0,0
"A1L170",0,0,0,0,0
"P63267",0,0,0,0,0
"P07307",3,1,1,1,0
"P13500",0,0,0,0,0
"Q9Y5Z0",3,1,0,1,1
"P12814",0,0,0,0,0
"P54802",0,0,0,0,0
"Q9BYV9",0,0,0,0,0
"Q8NEQ5",2,0,1,1,0
"P61769",2,0,1,0,1
"Q8IZ83",0,0,0,0,0
"P17735",0,0,0,0,0
"O00468",1,0,1,0,0
"Q00975",2,0,1,1,0
"Q6UB35",0,0,0,0,0
"Q6P6B7",0,0,0,0,0
"Q9NXR5",0,0,0,0,0
"P18846",0,0,0,0,0
"Q9Y6Q1",0,0,0,0,0
"Q5VUB5",3,1,1,1,0
"O60774",1,0,1,0,0
"Q05397",0,0,0,0,0
"Q9NY93",0,0,0,0,0
"Q99956",0,0,0,0,0
"Q8TAL5",0,0,0,0,0
"Q96Q27",0,0,0,0,0
"P0CE67",0,0,0,0,0
"Q8TC90",0,0,0,0,0
"Q8NBF6",1,0,1,0,0
"Q96AQ1",0,0,0,0,0
"P51797",2,0,0,1,1
"O96005",1,0,0,1,0
"Q9UHD4",0,0,0,0,0
"Q9BSF8",0,0,0,0,0
"Q9UKY7",0,0,0,0,0
"O95471",2,1,0,1,0
"Q96N68",1,0,1,0,0
"P13942",0,0,0,0,0
"O14627",0,0,0,0,0
"P59827",0,0,0,0,0
"Q96BR5",0,0,0,0,0
"Q9C0F1",0,0,0,0,0
"Q5JW98",1,0,1,0,0
"Q96DN0",0,0,0,0,0
"Q9Y4J8",0,0,0,0,0
"Q6ZQY3",0,0,0,0,0
"P00740",0,0,0,0,0
"Q8TBF8",0,0,0,0,0
"Q9HC97",3,1,1,1,0
"O14602",0,0,0,0,0
"P08254",0,0,0,0,0
"Q14773",4,1,1,1,1
"P13598",4,1,1,1,1
"Q93100",0,0,0,0,0
"P28356",0,0,0,0,0
"O60309",3,1,1,1,0
"Q9GIP4",1,0,1,0,0
"Q8WYA0",0,0,0,0,0
"Q8WVP7",3,1,1,1,0
"Q8N6Y2",0,0,0,0,0
"Q8TF66",3,1,1,1,0
"Q9UHI5",2,0,1,1,0
"P09067",0,0,0,0,0
"Q9H756",3,1,1,1,0
"Q8N3X6",0,0,0,0,0
"Q9Y337",0,0,0,0,0
"Q13241",2,0,1,0,1
"Q96PE7",0,0,0,0,0
"P08833",0,0,0,0,0
"O94953",0,0,0,0,0
"Q8N0V4",0,0,0,0,0
"Q9BX10",0,0,0,0,0
"O75146",0,0,0,0,0
"O15068",0,0,0,0,0
"P83110",0,0,0,0,0
"P83105",0,0,0,0,0
"Q9UK76",0,0,0,0,0
"Q5JT82",0,0,0,0,0
"Q13887",0,0,0,0,0
"Q96D42",4,1,1,1,1
"Q9NQ69",0,0,0,0,0
"Q86T24",0,0,0,0,0
"P01767",0,0,0,0,0
"O14686",0,0,0,0,0
"Q6P1A2",2,0,1,1,0
"Q9HBW0",4,1,1,1,1
"P24001",0,0,0,0,0
"Q5T7N3",0,0,0,0,0
"Q6P597",0,0,0,0,0
"Q9Y586",0,0,0,0,0
"Q16798",0,0,0,0,0
"Q9H2I8",0,0,0,0,0
"A6NCL2",0,0,0,0,0
"Q5JVS0",0,0,0,0,0
"P50458",0,0,0,0,0
"O94829",0,0,0,0,0
"Q13568",0,0,0,0,0
"P01583",0,0,0,0,0
"A8MTL9",0,0,0,0,0
"Q6UWN0",1,1,0,0,0
"O60760",0,0,0,0,0
"P45452",0,0,0,0,0
"Q9BR76",0,0,0,0,0
"Q6WN34",0,0,0,0,0
"A8K4G0",3,0,1,1,1
"Q6ZU45",0,0,0,0,0
"Q92793",0,0,0,0,0
"P05813",0,0,0,0,0
"P04798",0,0,0,0,0
"P53618",0,0,0,0,0
"Q96NT0",0,0,0,0,0
"Q1T7F1",0,0,0,0,0
"Q6UXH8",0,0,0,0,0
"Q9NPC3",0,0,0,0,0
"Q9Y5I7",3,1,1,1,0
"O15247",1,0,1,0,0
"Q6UY09",2,1,1,0,0
"Q9HBJ8",3,1,1,1,0
"Q9UNS2",0,0,0,0,0
"Q86XS5",0,0,0,0,0
"Q9UBT3",0,0,0,0,0
"Q5TZK3",0,0,0,0,0
"Q8TB03",0,0,0,0,0
"P08034",3,1,1,1,0
"O43921",2,1,0,0,1
"Q5SZK8",3,1,1,1,0
"Q6NSW5",0,0,0,0,0
"Q96MK3",0,0,0,0,0
"Q6IQ26",0,0,0,0,0
"P28067",4,1,1,1,1
"Q9UI46",0,0,0,0,0
"Q15760",2,1,0,1,0
"O95257",0,0,0,0,0
"Q9BQ89",0,0,0,0,0
"Q9NPA2",2,1,0,0,1
"O60711",0,0,0,0,0
"O14960",0,0,0,0,0
"A6NMS7",3,1,1,1,0
"Q14330",4,1,1,1,1
"Q6WRI0",0,0,0,0,0
"Q9UBS0",0,0,0,0,0
"O60333",0,0,0,0,0
"O43896",0,0,0,0,0
"O94819",0,0,0,0,0
"Q6NYC1",1,0,0,0,1
"P55010",0,0,0,0,0
"Q9H3R0",0,0,0,0,0
"Q16363",0,0,0,0,0
"Q8IX19",2,0,1,1,0
"O95998",0,0,0,0,0
"O43820",0,0,0,0,0
"Q96PV6",0,0,0,0,0
"Q9NPH3",4,1,1,1,1
"Q29983",4,1,1,1,1
"Q8N3Z3",0,0,0,0,0
"Q9Y2T3",0,0,0,0,0
"Q86Z02",0,0,0,0,0
"P29622",0,0,0,0,0
"A0A0B4J1X8",0,0,0,0,0
"Q7Z2Y8",0,0,0,0,0
"Q99705",3,1,1,1,0
"Q08380",0,0,0,0,0
"Q9UJQ1",3,1,1,1,0
"A0A0B4J1U7",0,0,0,0,0
"P32754",0,0,0,0,0
"Q14003",2,0,1,1,0
"Q9BQ31",3,0,1,1,1
"P0CJ73",0,0,0,0,0
"Q6YP21",0,0,0,0,0
"Q9H1L0",0,0,0,0,0
"Q75N03",0,0,0,0,0
"Q14165",2,0,0,1,1
"Q8NCM2",2,0,1,1,0
"Q96PD4",0,0,0,0,0
"Q9UI26",0,0,0,0,0
"O00470",0,0,0,0,0
"P20839",0,0,0,0,0
"H3BNL1",0,0,0,0,0
"Q12797",1,0,1,0,0
"Q6UXZ3",2,1,1,0,0
"Q9NYG5",0,0,0,0,0
"Q2KHT3",0,0,0,0,0
"Q8N4C0",0,0,0,0,0
"Q6ZUS5",0,0,0,0,0
"Q6PRD7",0,0,0,0,0
"Q7Z7G1",0,0,0,0,0
"H7BZ55",0,0,0,0,0
"Q8IYA2",0,0,0,0,0
"P02741",0,0,0,0,0
"O95476",1,0,1,0,0
"Q86X59",0,0,0,0,0
"Q9UHN6",2,0,1,1,0
"A4D0Y5",0,0,0,0,0
"O95394",0,0,0,0,0
"Q3ZCQ2",0,0,0,0,0
"P25686",0,0,0,0,0
"Q05923",0,0,0,0,0
"O95377",3,1,1,1,0
"P09622",0,0,0,0,0
"Q14331",0,0,0,0,0
"O00399",0,0,0,0,0
"Q68CQ7",1,0,1,0,0
"P61803",2,0,1,1,0
"Q15370",0,0,0,0,0
"P28799",0,0,0,0,0
"Q5T7M9",1,0,1,0,0
"Q9UN88",2,1,0,1,0
"Q86WP2",0,0,0,0,0
"P52824",0,0,0,0,0
"Q14397",0,0,0,0,0
"P19883",0,0,0,0,0
"Q5RKV6",0,0,0,0,0
"Q9Y4D2",3,1,1,1,0
"Q7Z4T8",1,0,1,0,0
"O15121",2,0,1,1,0
"Q8N568",0,0,0,0,0
"Q8N5I4",0,0,0,0,0
"O75907",0,0,0,0,0
"Q5THR3",0,0,0,0,0
"Q8TDJ6",0,0,0,0,0
"Q9HCE0",0,0,0,0,0
"Q9Y5R6",0,0,0,0,0
"Q6NSI3",0,0,0,0,0
"Q92874",0,0,0,0,0
"Q96GG9",0,0,0,0,0
"Q5T8I3",0,0,0,0,0
"P0C841",0,0,0,0,0
"P0CH98",0,0,0,0,0
"Q9NVM1",1,0,0,1,0
"Q969W3",0,0,0,0,0
"P27487",2,1,1,0,0
"Q5HYJ3",0,0,0,0,0
"Q6NT46",0,0,0,0,0
"P16930",0,0,0,0,0
"Q71UI9",0,0,0,0,0
"A6ND36",0,0,0,0,0
"Q15334",0,0,0,0,0
"Q5T751",0,0,0,0,0
"O75367",0,0,0,0,0
"A6NM11",3,1,1,1,0
"A0AUZ9",0,0,0,0,0
"A0A0C4DH41",0,0,0,0,0
"Q92896",1,0,1,0,0
"Q6L8H1",0,0,0,0,0
"Q9H000",0,0,0,0,0
"Q9H9L4",0,0,0,0,0
"P50748",0,0,0,0,0
"O75690",0,0,0,0,0
"Q99879",0,0,0,0,0
"Q6ZV70",0,0,0,0,0
"Q3MIV0",0,0,0,0,0
"P52294",0,0,0,0,0
"O94992",0,0,0,0,0
"P53582",0,0,0,0,0
"Q8IV16",2,1,1,0,0
"O75074",4,1,1,1,1
"P24347",0,0,0,0,0
"O95214",3,0,1,1,1
"Q9P266",0,0,0,0,0
"P57077",0,0,0,0,0
"Q9NZN1",4,1,1,1,1
"P20155",0,0,0,0,0
"P21145",2,0,0,1,1
"O95715",0,0,0,0,0
"Q9BS26",1,0,1,0,0
"Q6P587",0,0,0,0,0
"P0C2S0",0,0,0,0,0
"Q13561",0,0,0,0,0
"Q30KQ9",0,0,0,0,0
"Q04741",0,0,0,0,0
"P58513",0,0,0,0,0
"P02794",0,0,0,0,0
"Q8TBE3",3,1,1,1,0
"O75344",0,0,0,0,0
"Q6P9H5",0,0,0,0,0
"Q9UBU3",0,0,0,0,0
"Q96NE9",0,0,0,0,0
"Q9Y4D1",0,0,0,0,0
"Q9UK96",0,0,0,0,0
"P28472",2,1,0,1,0
"A0AVI2",2,0,1,1,0
"A0A1B0GVR7",0,0,0,0,0
"Q9NX09",0,0,0,0,0
"Q9H2C0",0,0,0,0,0
"Q02742",0,0,0,0,0
"Q9H3K2",2,0,1,1,0
"Q96SD1",0,0,0,0,0
"Q14241",0,0,0,0,0
"A6NN73",0,0,0,0,0
"Q9H501",0,0,0,0,0
"Q5VUD6",1,0,1,0,0
"Q05DH4",0,0,0,0,0
"Q9BW60",1,0,1,0,0
"Q8N5Q1",0,0,0,0,0
"Q9UJA9",3,1,1,1,0
"Q9P2T1",0,0,0,0,0
"P01920",4,1,1,1,1
"A6NJQ4",0,0,0,0,0
"A6NEW6",0,0,0,0,0
"O75496",0,0,0,0,0
"Q9H8Y8",0,0,0,0,0
"Q9Y3B2",0,0,0,0,0
"P59768",0,0,0,0,0
"Q9NVF9",0,0,0,0,0
"P00742",1,0,1,0,0
"Q9P265",0,0,0,0,0
"Q06265",0,0,0,0,0
"Q14320",0,0,0,0,0
"P01588",1,0,1,0,0
"A0A087WX78",0,0,0,0,0
"A6NLF2",0,0,0,0,0
"Q53EU6",2,0,1,1,0
"P55039",0,0,0,0,0
"Q86UL3",2,0,1,1,0
"O95925",1,0,1,0,0
"Q9C098",0,0,0,0,0
"Q12929",0,0,0,0,0
"A4D1Z8",0,0,0,0,0
"Q8N688",1,0,1,0,0
"Q9UQB3",0,0,0,0,0
"Q8N158",1,1,0,0,0
"Q01415",0,0,0,0,0
"Q14153",0,0,0,0,0
"Q14154",0,0,0,0,0
"Q9Y262",0,0,0,0,0
"Q86SQ9",0,0,0,0,0
"Q8WYQ5",0,0,0,0,0
"Q9Y2T6",3,1,1,1,0
"Q8WTQ7",0,0,0,0,0
"Q9H511",1,0,0,1,0
"Q7L190",1,0,0,0,1
"Q96C86",0,0,0,0,0
"Q6AI08",0,0,0,0,0
"Q86WZ0",0,0,0,0,0
"P20042",0,0,0,0,0
"Q6ZQY2",0,0,0,0,0
"P02545",0,0,0,0,0
"A0A075B6P5",0,0,0,0,0
"P06865",0,0,0,0,0
"P51948",0,0,0,0,0
"O95259",1,0,0,1,0
"P49674",0,0,0,0,0
"Q5VWZ2",0,0,0,0,0
"Q96P70",0,0,0,0,0
"O14770",0,0,0,0,0
"Q02535",0,0,0,0,0
"Q9NXL9",0,0,0,0,0
"O60303",0,0,0,0,0
"Q0VG99",0,0,0,0,0
"Q9H479",0,0,0,0,0
"O60565",0,0,0,0,0
"Q86YF9",0,0,0,0,0
"Q96CU9",1,0,1,0,0
"Q8IYM0",0,0,0,0,0
"P04839",1,1,0,0,0
"Q7L622",0,0,0,0,0
"Q63HN1",0,0,0,0,0
"Q4G0W2",0,0,0,0,0
"Q8TF65",0,0,0,0,0
"Q9NY28",1,0,1,0,0
"Q8N3T1",1,0,1,0,0
"Q9UJT9",0,0,0,0,0
"O00423",0,0,0,0,0
"P01350",0,0,0,0,0
"Q9Y2X7",0,0,0,0,0
"P19526",1,0,1,0,0
"P0DPQ6",0,0,0,0,0
"Q6ZT52",0,0,0,0,0
"P12319",4,1,1,1,1
"O95905",0,0,0,0,0
"Q8N539",2,0,1,1,0
"Q9P0I2",2,0,1,1,0
"P23142",0,0,0,0,0
"P78334",3,1,1,1,0
"Q6ZVH7",0,0,0,0,0
"Q99895",0,0,0,0,0
"Q13642",0,0,0,0,0
"Q9UHY7",0,0,0,0,0
"Q92731",0,0,0,0,0
"O00471",0,0,0,0,0
"Q8TC17",0,0,0,0,0
"Q92562",0,0,0,0,0
"Q14232",0,0,0,0,0
"Q902F8",2,1,1,0,0
"P10768",0,0,0,0,0
"P0C5J1",0,0,0,0,0
"P46976",0,0,0,0,0
"Q7Z5G4",0,0,0,0,0
"Q6ZVX7",0,0,0,0,0
"Q9H2U1",0,0,0,0,0
"P0C7X0",0,0,0,0,0
"Q96MZ4",0,0,0,0,0
"P07359",4,1,1,1,1
"P15090",0,0,0,0,0
"P0C866",0,0,0,0,0
"Q6ZS02",0,0,0,0,0
"Q6UXB0",0,0,0,0,0
"Q49A17",1,0,1,0,0
"P51659",0,0,0,0,0
"Q96GE9",2,0,1,1,0
"Q15054",0,0,0,0,0
"Q9BYW3",1,0,1,0,0
"Q9UPQ8",1,0,0,1,0
"Q9NSB2",0,0,0,0,0
"Q92764",0,0,0,0,0
"Q9GZV7",0,0,0,0,0
"P47928",0,0,0,0,0
"Q9UQM7",0,0,0,0,0
"P26583",0,0,0,0,0
"O60506",0,0,0,0,0
"Q8WW32",0,0,0,0,0
"O75197",4,1,1,1,1
"Q9BUE6",0,0,0,0,0
"Q9H063",0,0,0,0,0
"Q9Y6K8",0,0,0,0,0
"P26927",0,0,0,0,0
"P01703",0,0,0,0,0
"Q5T7N2",0,0,0,0,0
"Q9Y608",0,0,0,0,0
"P13646",0,0,0,0,0
"Q8IZT8",1,0,1,0,0
"Q6ZU35",0,0,0,0,0
"C9J3I9",0,0,0,0,0
"P0DMV2",0,0,0,0,0
"Q9UM13",0,0,0,0,0
"O00478",4,1,1,1,1
