Accession,GeneName
Q8NGX1,OR2T34
Q8NGX2,OR2T35
Q8NGX3,OR10T2
Q8NGX5,OR10K1
Q8NGX6,OR10R2
Q8NGX8,OR6Y1
Q8NGX9,OR6P1
Q8NGY0,OR10X1
Q8NGY1,OR10Z1
Q8NGY2,OR6K2
Q8NGY3,OR6K3
Q8NGY5,OR6N1
Q8NGY6,OR6N2
Q8NGY7,OR10J6P
Q8NGY9,OR2L8
Q8NGZ0,OR2AJ1
Q8NGZ2,OR14K1
Q8NGZ3,OR13G1
Q8NGZ4,OR2G3
Q8NGZ5,OR2G2
Q8NGZ6,OR6F1
Q8NGZ9,OR2T10
Q8NH00,OR2T4
Q8NH01,OR2T11
Q8NH02,OR2T29
Q8NH03,OR2T3
Q8NH04,OR2T27
Q8NH05,OR4Q3
Q8NH06,OR1P1
Q8NH07,OR11H2
Q8NH08,OR10AC1
Q8NH09,OR8S1
Q8NH10,OR8U1
Q8NH16,OR2L2
Q8NH18,OR5J2
Q8NH19,OR10AG1
Q8NH21,OR4F5
Q8NH37,OR4C3
Q8NH40,OR6S1
Q8NH41,OR4K15
Q8NH42,OR4K13
Q8NH43,OR4L1
Q8NH48,OR5B3
Q8NH49,OR4X1
Q8NH50,OR8K5
Q8NH51,OR8K3
Q8NH53,OR52N1
Q8NH54,OR56A3
Q8NH55,OR52E5
Q8NH56,OR52N5
Q8NH57,OR52P1P
Q8NH59,OR51Q1
Q8NH60,OR52J3
Q8NH61,OR51F2
Q8NH63,OR51H1
Q8NH64,OR51A7
Q8NH67,OR52I2
Q8NH69,OR5W2
Q8NH70,OR4A16
Q8NH72,OR4C6
Q8NH73,OR4S2
Q8NH74,OR10A6
Q8NH76,OR56B4
Q8NH79,OR6X1
Q8NH80,OR10D3
Q8NH81,OR10G6
Q8NH83,OR4A5
Q8NH85,OR5R1
Q8NH87,OR9G1
Q8NH89,OR5AK3P
Q8NH90,OR5AK2
Q8NH92,OR1S1
Q8NH93,OR1L3
Q8NH94,OR1L1
Q8NH95,OR13C6P
Q8NHA4,OR2AE1
Q8NHA6,OR2W6P
Q8NHA8,OR1F12
Q8NHB1,OR2V1
Q8NHB7,OR5K1
Q8NHB8,OR5K2
Q8NHC4,OR10J5
Q8NHC5,OR14A16
Q8NHC6,OR14L1P
Q8NHC7,OR14C36
Q8NHC8,OR2T6
Q8NHE4,ATP6V0E2
Q8NHH9,ATL2
Q8NHJ6,LILRB4
Q8NHK3,KIR2DL5B
Q8NHL6,LILRB1
Q8NHP6,MOSPD2
Q8NHS1,CLDND2
Q8NHS3,MFSD8
Q8NHU3,SGMS2
Q8NHV5,MOSMO
Q8NHX9,TPCN2
Q8NHY0,B4GALNT2
Q8NI17,IL31RA
Q8NI32,LYPD6B
Q8TAA9,VANGL1
Q8TAB3,PCDH19
Q8TAC9,SCAMP5
Q8TAD4,SLC30A5
Q8TAE7,KCNG3
Q8TAF8,LHFPL5
Q8TAQ9,SUN3
Q8TAV3,CYP2W1
Q8TAV4,STOML3
Q8TAZ6,CMTM2
Q8TB36,GDAP1
Q8TB61,SLC35B2
Q8TB68,PRR7
Q8TB96,ITFG1
Q8TBA6,GOLGA5
Q8TBB6,SLC7A14
Q8TBE1,CNIH3
Q8TBE3,FNDC9
Q8TBE7,SLC35G2
Q8TBF5,PIGX
Q8TBG9,SYNPR
Q8TBJ4,PLPPR1
Q8TBM7,TMEM254
Q8TBM8,DNAJB14
Q8TBP5,FAM174A
Q8TBP6,SLC25A40
Q8TBQ9,TMEM167A
Q8TBR7,FAM57A
Q8TC12,RDH11
Q8TC26,TMEM163
Q8TC27,ADAM32
Q8TC36,SUN5
Q8TC41,RNF217
Q8TCB6,OR51E1
Q8TCC7,SLC22A8
Q8TCG1,CIP2A
Q8TCG5,CPT1C
Q8TCJ2,STT3B
Q8TCP9,FAM200A
Q8TCQ1,1-Mar
Q8TCT6,SPPL3
Q8TCT7,SPPL2B
Q8TCT8,SPPL2A
Q8TCT9,HM13
Q8TCU3,SLC7A13
Q8TCU5,GRIN3A
Q8TCW7,ZPLD1
Q8TCW9,PROKR1
Q8TCY0,SMIM11B
Q8TCY5,MRAP
Q8TCZ2,CD99L2
Q8TD07,RAET1E
Q8TD20,SLC2A12
Q8TD43,TRPM4
Q8TD46,CD200R1
Q8TD84,DSCAML1
Q8TDB4,MGARP
Q8TDB8,SLC2A14
Q8TDD5,MCOLN3
Q8TDF5,NETO1
Q8TDI7,TMC2
Q8TDI8,TMC1
Q8TDM5,SPACA4
Q8TDN1,KCNG4
Q8TDN2,KCNV2
Q8TDQ0,HAVCR2
Q8TDQ1,CD300LF
Q8TDS4,HCAR2
Q8TDS5,OXER1
Q8TDS7,MRGPRD
Q8TDT2,GPR152
Q8TDU6,GPBAR1
Q8TDU9,RXFP4
Q8TDV0,GPR151
Q8TDV2,GPR148
Q8TDV5,GPR119
Q8TDW0,LRRC8C
Q8TDW4,ST7L
Q8TDW7,FAT3
Q8TDX5,ACMSD
Q8TDX6,CSGALNACT1
Q8TDX9,PKD1L1
Q8TDY8,IGDCC4
Q8TE23,TAS1R2
Q8TE54,SLC26A7
Q8TE99,PXYLP1
Q8TEB7,RNF128
Q8TEB9,RHBDD1
Q8TED1,GPX8
Q8TED4,SLC37A2
Q8TEF2,C10orf105
Q8TEM1,NUP210
Q8TEQ8,PIGO
Q8TEY5,CREB3L4
Q8TEZ7,PAQR8
Q8TF08,COX7B2
Q8TF62,ATP8B4
Q8TF66,LRRC15
Q8TF71,SLC16A10
Q8WTQ1,DEFB104A
Q8WTR4,GDPD5
Q8WTT0,CLEC4C
Q8WTV0,SCARB1
Q8WTX9,ZDHHC1
Q8WU17,RNF139
Q8WU66,TSPEAR
Q8WU67,ABHD3
Q8WUD6,CHPT1
Q8WUG5,SLC22A17
Q8WUH6,TMEM263
Q8WUM9,SLC20A1
Q8WUS8,SDR42E1
Q8WUT4,LRRN4
Q8WUT9,SLC25A43
Q8WUU8,TMEM174
Q8WUX1,SLC38A5
Q8WUY8,NAT14
Q8WV15,TMEM255B
Q8WV19,SFT2D1
Q8WV48,CCDC107
Q8WV83,SLC35F5
Q8WVC6,DCAKD
Q8WVE6,TMEM171
Q8WVE7,TMEM170A
Q8WVN6,SECTM1
Q8WVP7,LMBR1
Q8WVQ1,CANT1
Q8WVV5,BTN2A2
Q8WVX3,C4orf3
Q8WVX9,FAR1
Q8WVZ1,ZDHHC19
Q8WVZ7,RNF133
Q8WW34,TMEM239
Q8WW43,APH1B
Q8WW52,FAM151A
Q8WW62,TMED6
Q8WWA0,ITLN1
Q8WWA1,TMEM40
Q8WWB7,GLMP
Q8WWF3,SSMEM1
Q8WWF5,ZNRF4
Q8WWG1,NRG4
Q8WWG9,KCNE4
Q8WWI5,SLC44A1
Q8WWL2,SPIRE2
Q8WWP7,GIMAP1
Q8WWQ8,STAB2
Q8WWT9,SLC13A3
Q8WWU5,TCP11
Q8WWV6,FCAMR
Q8WWX8,SLC5A11
Q8WWZ4,ABCA10
Q8WWZ7,ABCA5
Q8WXA8,HTR3C
Q8WXD0,RXFP2
Q8WXF7,ATL1
Q8WXG9,GPR98
Q8WXH0,SYNE2
Q8WXH2,JPH3
Q8WXI7,MUC16
Q8WXI8,CLEC4D
Q8WXS4,TMEM37
Q8WXS5,CACNG8
Q8WY07,SLC7A3
Q8WY21,SORCS1
Q8WY22,BRI3BP
Q8WY98,TMEM234
Q8WYK1,CNTNAP5
Q8WYL5,SSH1
Q8WZ04,LRTOMT
Q8WZ55,BSND
Q8WZ59,TMEM190
Q8WZ71,TMEM158
Q8WZ75,ROBO4
Q8WZ84,OR8D1
Q8WZ92,OR5P2
Q8WZ94,OR5P3
Q8WZA1,POMGNT1
Q8WZA6,OR1E3
Q902F8,ERVK-8
Q902F9,HERVK_113
Q92185,ST8SIA1
Q92186,ST8SIA2
Q92187,ST8SIA4
Q92478,CLEC2B
Q92482,AQP3
Q92504,SLC39A7
Q92508,PIEZO1
Q92521,PIGB
Q92535,PIGC
Q92536,SLC7A6
Q92537,SUSD6
Q92542,NCSTN
Q92543,SNX19
Q92544,TM9SF4
Q92545,TMEM131
Q92581,SLC9A6
Q92604,LPGAT1
Q92611,EDEM1
Q92617,NPIPB3
Q92629,SGCD
Q92633,LPAR1
Q92637,FCGR1B
Q92643,PIGK
Q92673,SORL1
Q92692,NECTIN2
Q92729,PTPRU
Q92736,RYR2
Q92752,TNR
Q92806,KCNJ9
Q92813,DIO2
Q92819,HAS2
Q92823,NRCAM
Q92824,PCSK5
Q92838,EDA
Q92839,HAS1
Q92843,BCL2L2
Q92847,GHSR
Q92854,SEMA4D
Q92859,NEO1
Q92887,ABCC2
Q92896,GLG1
Q92911,SLC5A5
Q92932,PTPRN2
Q92935,EXTL1
Q92952,KCNN1
Q92953,KCNB2
Q92956,TNFRSF14
Q92959,SLCO2A1
Q92968,PEX13
Q92982,NINJ1
Q93033,CD101
Q93038,TNFRSF25
Q93050,ATP6V0A1
Q93063,EXT2
Q93070,ART4
Q93084,ATP2A3
Q93086,P2RX5
Q95365,HLA-B
Q95460,MR1
Q95604,HLA-C
Q95IE3,HLA-DRB1
Q969E2,SCAMP4
Q969F0,FATE1
Q969F8,KISS1R
Q969I6,SLC38A4
Q969K7,TMEM54
Q969L2,MAL2
Q969M2,GJA10
Q969M3,YIPF5
Q969N2,PIGT
Q969N4,TAAR8
Q969P0,IGSF8
Q969S0,SLC35B4
Q969S6,TMEM203
Q969V1,MCHR2
Q969V3,NCLN
Q969V5,MUL1
Q969W0,SPTSSA
Q969W1,ZDHHC16
Q969W9,PMEPA1
Q969X1,TMBIM1
Q969X2,ST6GALNAC6
Q969X5,ERGIC1
Q969Z4,RELT
Q96A11,GAL3ST3
Q96A25,TMEM106A
Q96A26,FAM162A
Q96A28,SLAMF9
Q96A29,SLC35C1
Q96A33,CCDC47
Q96A54,ADIPOR1
Q96A57,TMEM230
Q96A59,MARVELD3
Q96AA3,RFT1
Q96AC1,FERMT2
Q96AD5,PNPLA2
Q96AG3,SLC25A46
Q96AG4,LRRC59
Q96AJ9,VTI1A
Q96AM1,MRGPRF
Q96AN5,TMEM143
Q96AP7,ESAM
Q96AQ2,TMEM125
Q96AQ8,MCUR1
Q96AW1,VOPP1
Q96B21,TMEM45B
Q96B33,CLDN23
Q96B42,TMEM18
Q96B77,TMEM186
Q96B86,RGMA
Q96B96,TMEM159
Q96BA8,CREB3L1
Q96BD0,SLCO4A1
Q96BF3,TMIGD2
Q96BI1,SLC22A18
Q96BM0,IFI27L1
Q96BY9,SARAF
Q96BZ4,PLD4
Q96BZ9,TBC1D20
Q96C03,MIEF2
Q96CC6,RHBDF1
Q96CE8,TM4SF18
Q96CH1,GPR146
Q96CP6,GRAMD1A
Q96CP7,TLCD1
Q96CU9,FOXRED1
Q96CW9,NTNG2
Q96D05,FAM241B
Q96D31,ORAI1
Q96D42,HAVCR1
Q96D53,COQ8B
Q96D59,RNF183
Q96D96,HVCN1
Q96DA6,DNAJC19
Q96DB9,FXYD5
Q96DC7,TMCO6
Q96DD7,SHISA4
Q96DL1,NXPE2
Q96DS6,MS4A6E
Q96DU3,SLAMF6
Q96DX8,RTP4
Q96DZ7,TM4SF19
Q96DZ9,CMTM5
Q96E16,SMIM19
Q96E52,OMA1
Q96E93,KLRG1
Q96EC8,YIPF6
Q96EP9,SLC10A4
Q96ER9,CCDC51
Q96ES6,MFSD3
Q96ET8,TVP23C
Q96EU7,C1GALT1C1
Q96EX1,SMIM12
Q96EX2,RNFT2
Q96F05,C11orf24
Q96F15,GIMAP5
Q96F25,ALG14
Q96F46,IL17RA
Q96F81,DISP1
Q96FB5,RRNAD1
Q96FE5,LINGO1
Q96FE7,PIK3IP1
Q96FL8,SLC47A1
Q96FL9,GALNT14
Q96FM1,PGAP3
Q96FT7,ASIC4
Q96FV3,TSPAN17
Q96FX8,PERP
Q96FZ5,CMTM7
Q96G27,WBP1
Q96G30,MRAP2
Q96G91,P2RY11
Q96GC9,VMP1
Q96GE9,DMAC1
Q96GF1,RNF185
Q96GM1,PLPPR2
Q96GP6,SCARF2
Q96GQ5,C16orf58
Q96GR4,ZDHHC12
Q96GW7,BCAN
Q96GX1,TCTN2
Q96GX5,MASTL
Q96GZ6,SLC41A3
Q96H15,TIMD4
Q96H72,SLC39A13
Q96H96,COQ2
Q96HA1,POM121
Q96HA4,C1orf159
Q96HA9,PEX11G
Q96HD1,CRELD1
Q96HE8,TMEM80
Q96HH4,TMEM169
Q96HH6,TMEM19
Q96HH9,GRAMD2B
Q96HJ5,MS4A3
Q96HP8,TMEM176A
Q96HR9,REEP6
Q96HS1,PGAM5
Q96HV5,TMEM41A
Q96I36,COX14
Q96I45,TMEM141
Q96IK0,TMEM101
Q96IQ7,VSIG2
Q96IV6,FAXDC2
Q96IX5,USMG5
Q96IZ2,ADTRP
Q96J42,TXNDC15
Q96J65,ABCC12
Q96J66,ABCC11
Q96J84,KIRREL1
Q96J86,CYYR1
Q96J88,EPSTI1
Q96JA1,LRIG1
Q96JA4,MS4A14
Q96JF0,ST6GAL2
Q96JI7,SPG11
Q96JJ6,JPH4
Q96JJ7,TMX3
Q96JN2,CCDC136
Q96JP9,CDHR1
Q96JQ0,DCHS1
Q96JQ2,CLMN
Q96JQ5,MS4A4A
Q96JT2,SLC45A3
Q96JW4,SLC41A2
Q96JX3,SERAC1
Q96K12,FAR2
Q96K19,RNF170
Q96K21,ZFYVE19
Q96K37,SLC35E1
Q96K49,TMEM87B
Q96K78,ADGRG7
Q96KA5,CLPTM1L
Q96KC8,DNAJC1
Q96KF7,SMIM8
Q96KG7,MEGF10
Q96KJ4,MSLNL
Q96KK3,KCNS1
Q96KK4,OR10C1
Q96KN9,GJD4
Q96KR4,LMLN
Q96KR6,FAM210B
Q96KT7,SLC35G5
Q96KV6,BTN2A3P
Q96L08,SUSD3
Q96L42,KCNH8
Q96L58,B3GALT6
Q96LA5,FCRL2
Q96LA6,FCRL1
Q96LA9,MRGPRX4
Q96LB0,MRGPRX3
Q96LB1,MRGPRX2
Q96LB2,MRGPRX1
Q96LC7,SIGLEC10
Q96LD1,SGCZ
Q96LL3,C16orf92
Q96LL9,DNAJC30
Q96LR9,APOLD1
Q96LT4,SAMD8
Q96LU7,MYRFL
Q96LW7,CARD19
Q96LZ7,RMDN2
Q96M19,LINC00477
Q96MC6,MFSD14A
Q96MH6,TMEM68
Q96MM7,HS6ST2
Q96MS0,ROBO3
Q96MT1,RNF145
Q96MU8,KREMEN1
Q96MV1,TMEM56
Q96MV8,ZDHHC15
Q96MX0,CMTM3
Q96MZ0,GDAP1L1
Q96N19,GPR137
Q96N23,CFAP54
Q96N66,MBOAT7
Q96N68,C18orf15
Q96N87,SLC6A18
Q96NA8,TSNARE1
Q96ND0,FAM210A
Q96NF6,C8orf49
Q96NI6,LRFN5
Q96NL1,TMEM74
Q96NR3,PTCHD1
Q96NT5,SLC46A1
Q96NU0,CNTNAP3B
Q96NY7,CLIC6
Q96NY8,NECTIN4
Q96P31,FCRL3
Q96P56,CATSPER2
Q96P65,QRFPR
Q96P66,GPR101
Q96P67,GPR82
Q96P68,OXGR1
Q96P69,GPR78
Q96P88,GNRHR2
Q96PB1,CASD1
Q96PB8,LRRC3B
Q96PD2,DCBLD2
Q96PD7,DGAT2
Q96PE1,ADGRA2
Q96PE3,INPP4A
Q96PE5,OPALIN
Q96PG2,MS4A10
Q96PH1,NOX5
Q96PH6,DEFB118
Q96PJ5,FCRL4
Q96PL2,TECTB
Q96PL5,ERMAP
Q96PN6,ADCY10
Q96PQ0,SORCS2
Q96PQ1,SIGLEC12
Q96PR1,KCNC2
Q96PS8,AQP10
Q96PX8,SLITRK1
Q96PZ7,CSMD1
Q96Q04,LMTK3
Q96Q45,TMEM237
Q96Q80,DERL3
Q96Q91,SLC4A9
Q96QD8,SLC38A2
Q96QE2,SLC2A13
Q96QE4,LRRC37B
Q96QI5,HS3ST6
Q96QK8,SMIM14
Q96QS1,TSPAN32
Q96QT4,TRPM7
Q96QU1,PCDH15
Q96QV1,HHIP
Q96QZ0,PANX3
Q96R08,OR5B12
Q96R09,OR5B2
Q96R27,OR2M4
Q96R28,OR2M2
Q96R30,OR2V2
Q96R45,OR2A7
Q96R47,OR2A14
Q96R48,OR2A5
Q96R54,OR14A2
Q96R67,OR4C12
Q96R69,OR4F4
Q96R72,OR4K3
Q96R84,OR1F2P
Q96RA2,OR7D2
Q96RB7,OR5M11
Q96RC9,OR8B4
Q96RD0,OR8B2
Q96RD1,OR6C1
Q96RD2,OR52B2
Q96RD3,OR52E6
Q96RD6,PANX2
Q96RD7,PANX1
Q96RD9,FCRL5
Q96RI0,F2RL3
Q96RI8,TAAR6
Q96RI9,TAAR9
Q96RJ0,TAAR1
Q96RJ3,TNFRSF13C
Q96RL6,SIGLEC11
Q96RN1,SLC26A8
Q96RP7,GAL3ST4
Q96RP8,KCNA7
Q96RQ1,ERGIC2
Q96RT6,CTAGE1
Q96RV3,PCNX1
Q96S06,LMF1
Q96S37,SLC22A12
Q96S52,PIGS
Q96S66,CLCC1
Q96S97,MYADM
Q96SA4,SERINC2
Q96SE0,ABHD1
Q96SJ8,TSPAN18
Q96SK2,TMEM209
Q96SL1,DIRC2
Q96SN7,ORAI2
Q96T52,IMMP2L
Q96T53,MBOAT4
Q96T54,KCNK17
Q96T55,KCNK16
Q96T83,SLC9A7
Q96TA0,PCDHB18P
Q96TA2,YME1L1
Q96TC7,RMDN3
Q99062,CSF3R
Q99075,HBEGF
Q99102,MUC4
Q99217,AMELX
Q99250,SCN2A
Q99437,ATP6V0B
Q99442,SEC62
Q99445,GML
Q99463,NPY6R
Q99466,NOTCH4
Q99467,CD180
Q99500,S1PR3
Q99523,SORT1
Q99527,GPER1
Q99571,P2RX4
Q99572,P2RX7
Q99595,TIMM17A
Q99624,SLC38A3
Q99643,SDHC
Q99650,OSMR
Q99665,IL12RB2
Q99677,LPAR4
Q99678,GPR20
Q99679,GPR21
Q99680,GPR22
Q99705,MCHR1
Q99706,KIR2DL4
Q99712,KCNJ15
Q99720,SIGMAR1
Q99726,SLC30A3
Q99735,MGST2
Q99758,ABCA3
Q99788,CMKLR1
Q99795,GPA33
Q99805,TM9SF2
Q99808,SLC29A1
Q99835,SMO
Q99884,SLC6A7
Q99928,GABRG3
Q99941,ATF6B
Q99942,RNF5
Q99943,AGPAT1
Q99946,PRRT1
Q99965,ADAM2
Q99999,GAL3ST1
Q9BPV8,P2RY13
Q9BPW4,APOL4
Q9BQ31,KCNS3
Q9BQ51,PDCD1LG2
Q9BQA9,C17orf62
Q9BQD7,FAM173A
Q9BQE4,SELENOS
Q9BQE5,APOL2
Q9BQG1,SYT3
Q9BQI7,PSD2
Q9BQJ4,TMEM47
Q9BQQ7,RTP3
Q9BQS2,SYT15
Q9BQS7,HEPH
Q9BQT9,CLSTN3
Q9BR10,SPATA25
Q9BR39,JPH2
Q9BRB3,PIGQ
Q9BRI3,SLC30A2
Q9BRK0,REEP2
Q9BRK3,MXRA8
Q9BRL7,SEC22C
Q9BRN9,TM2D3
Q9BRQ5,ORAI3
Q9BRQ8,AIFM2
Q9BRR3,TMEM246
Q9BRV3,SLC50A1
Q9BRY0,SLC39A3
Q9BS26,ERP44
Q9BS91,SLC35A5
Q9BSA4,TTYH2
Q9BSA9,TMEM175
Q9BSE2,TMEM79
Q9BSE4,HERPUD2
Q9BSJ5,C17orf80
Q9BSJ8,ESYT1
Q9BSK0,MARVELD1
Q9BSN7,TMEM204
Q9BSR8,YIPF4
Q9BT22,ALG1
Q9BT67,NDFIP1
Q9BT76,UPK3B
Q9BT88,SYT11
Q9BTD3,TMEM121
Q9BTN0,LRFN3
Q9BTV4,TMEM43
Q9BTV5,FSD1
Q9BTX1,NDC1
Q9BTX3,TMEM208
Q9BU23,LMF2
Q9BU79,TMEM243
Q9BUB7,TMEM70
Q9BUF7,CRB3
Q9BUJ0,ABHD14A
Q9BUM1,G6PC3
Q9BUN8,DERL1
Q9BUV8,C20orf24
Q9BV23,ABHD6
Q9BV40,VAMP8
Q9BV81,EMC6
Q9BV87,CNPPD1
Q9BVA6,FICD
Q9BVC6,TMEM109
Q9BVG9,PTDSS2
Q9BVH7,ST6GALNAC5
Q9BVI4,NOC4L
Q9BVK6,TMED9
Q9BVK8,TMEM147
Q9BVT8,TMUB1
Q9BVV7,TIMM21
Q9BVV8,C19orf24
Q9BVX2,TMEM106C
Q9BW60,ELOVL1
Q9BW72,HIGD2A
Q9BWL3,C1orf43
Q9BWM7,SFXN3
Q9BWQ6,YIPF2
Q9BWQ8,FAIM2
Q9BWV1,BOC
Q9BWV2,SPATA9
Q9BWW8,APOL6
Q9BX51,GGTLC1
Q9BX67,JAM3
Q9BX73,TM2D2
Q9BX74,TM2D1
Q9BX79,STRA6
Q9BX84,TRPM6
Q9BX95,SGPP1
Q9BX97,PLVAP
Q9BXA5,SUCNR1
Q9BXB1,LGR4
Q9BXC0,HCAR1
Q9BXC1,GPR174
Q9BXE9,VN1R3
Q9BXI2,SLC25A2
Q9BXJ7,AMN
Q9BXJ8,TMEM120A
Q9BXK5,BCL2L13
Q9BXM7,PINK1
Q9BXN2,CLEC7A
Q9BXP2,SLC12A9
Q9BXQ6,TMEM121B
Q9BXR5,TLR10
Q9BXS0,COL25A1
Q9BXS4,TMEM59
Q9BXS9,SLC26A6
Q9BXT2,CACNG6
Q9BXU9,CALN1
Q9BY07,SLC4A5
Q9BY08,EBPL
Q9BY10,SLC46A2
Q9BY14,TEX101
Q9BY15,ADGRE3
Q9BY19,MS4A8
Q9BY21,GPR87
Q9BY50,SEC11C
Q9BY64,UGT2B28
Q9BY67,CADM1
Q9BY71,LRRC3
Q9BY78,RNF26
Q9BY79,MFRP
Q9BYC5,FUT8
Q9BYE2,TMPRSS13
Q9BYE9,CDHR2
Q9BYF1,ACE2
Q9BYG0,B3GNT5
Q9BYH1,SEZ6L
Q9BYT1,SLC17A9
Q9BYT9,ANO3
Q9BYW1,SLC2A11
Q9BYW3,DEFB126
Q9BZ11,ADAM33
Q9BZ76,CNTNAP3
Q9BZA7,PCDH11X
Q9BZA8,PCDH11Y
Q9BZC7,ABCA2
Q9BZD2,SLC29A3
Q9BZD6,PRRG4
Q9BZD7,PRRG3
Q9BZF1,OSBPL8
Q9BZG2,ACP4
Q9BZG9,unmapped
Q9BZH6,WDR11
Q9BZJ4,SLC25A39
Q9BZJ6,GPR63
Q9BZJ7,GPR62
Q9BZJ8,GPR61
Q9BZM4,ULBP3
Q9BZM5,ULBP2
Q9BZM6,ULBP1
Q9BZR6,RTN4R
Q9BZV2,SLC19A3
Q9BZV3,IMPG2
Q9BZW2,SLC13A1
Q9BZW4,TM6SF2
Q9BZW5,TM6SF1
Q9BZW8,CD244
Q9BZZ2,SIGLEC1
Q9C091,GREB1L
Q9C0A0,CNTNAP4
Q9C0B5,ZDHHC5
Q9C0B7,TANGO6
Q9C0C4,SEMA4C
Q9C0D9,SELENOI
Q9C0E8,LNPK
Q9C0H2,TTYH3
Q9C0I4,THSD7B
Q9C0J1,B3GNT4
Q9C0K1,SLC39A8
Q9GIP4,SLC7A5P2
Q9GIY3,HLA-DRB1
Q9GZK3,OR2B2
Q9GZK4,OR2H1
Q9GZK6,OR2J1
Q9GZK7,OR11A1
Q9GZM5,YIPF3
Q9GZM6,OR8D2
Q9GZN0,GPR88
Q9GZN6,SLC6A16
Q9GZP1,NRSN2
Q9GZP7,VN1R1
Q9GZP9,DERL2
Q9GZQ4,NMUR2
Q9GZQ6,NPFFR1
Q9GZR5,ELOVL4
Q9GZS9,CHST5
Q9GZT6,CCDC90B
Q9GZU1,MCOLN1
Q9GZU3,TMEM39B
Q9GZV3,SLC5A7
Q9GZW8,MS4A7
Q9GZX3,CHST6
Q9GZY4,COA1
Q9GZY6,LAT2
Q9GZY8,MFF
Q9GZZ6,CHRNA10
Q9GZZ7,GFRA4
Q9GZZ9,UBA5
Q9H013,ADAM19
Q9H015,SLC22A4
Q9H061,TMEM126A
Q9H0A3,TMEM191A
Q9H0C3,TMEM117
Q9H0H0,INTS2
Q9H0H5,RACGAP1
Q9H0Q3,FXYD6
Q9H0R3,TMEM222
Q9H0U3,MAGT1
Q9H0V1,TMEM168
Q9H0V9,LMAN2L
Q9H0X4,FAM234A
Q9H0X9,OSBPL5
Q9H156,SLITRK2
Q9H158,PCDHAC1
Q9H159,CDH19
Q9H172,ABCG4
Q9H195,MUC3B
Q9H1B5,XYLT2
Q9H1C0,LPAR5
Q9H1C3,GLT8D2
Q9H1C4,UNC93B1
Q9H1C7,CYSTM1
Q9H1D0,TRPV6
Q9H1E5,TMX4
Q9H1J7,WNT5B
Q9H1K4,SLC25A18
Q9H1M3,DEFB129
Q9H1M4,DEFB127
Q9H1N7,SLC35B3
Q9H1U4,MEGF9
Q9H1U9,SLC25A51
Q9H1V8,SLC6A17
Q9H1X3,DNAJC25
Q9H1Y3,OPN3
Q9H1Z9,TSPAN10
Q9H205,OR2AG1
Q9H207,OR10A5
Q9H208,OR10A2
Q9H209,OR10A4
Q9H210,OR2D2
Q9H213,MAGEH1
Q9H221,ABCG8
Q9H222,ABCG5
Q9H228,S1PR5
Q9H237,PORCN
Q9H244,P2RY12
Q9H251,CDH23
Q9H252,KCNH6
Q9H255,OR51E2
Q9H295,DCSTAMP
Q9H2A7,CXCL16
Q9H2A9,CHST8
Q9H2B2,SYT4
Q9H2B4,SLC26A1
Q9H2C2,ARV1
Q9H2C5,OR52A5
Q9H2C8,OR51V1
Q9H2D1,SLC25A32
Q9H2E6,SEMA6A
Q9H2F3,HSD3B7
Q9H2H9,SLC38A1
Q9H2J7,SLC6A15
Q9H2L4,TMEM60
Q9H2Q1,TMEM133
Q9H2S1,KCNN2
Q9H2S6,TNMD
Q9H2U9,ADAM7
Q9H2V7,SPNS1
Q9H2W1,MS4A6A
Q9H2X3,CLEC4M
Q9H2X9,SLC12A5
Q9H2Y9,SLCO5A1
Q9H300,PARL
Q9H310,RHBG
Q9H313,TTYH1
Q9H330,TMEM245
Q9H339,OR51B5
Q9H340,OR51B6
Q9H341,OR51M1
Q9H342,OR51J1
Q9H343,OR51I1
Q9H344,OR51I2
Q9H346,OR52D1
Q9H3H5,DPAGT1
Q9H3K2,GHITM
Q9H3M0,KCNF1
Q9H3N1,TMX1
Q9H3N8,HRH4
Q9H3Q3,GAL3ST2
Q9H3R1,NDST4
Q9H3R2,MUC13
Q9H3S1,SEMA4A
Q9H3S3,TMPRSS5
Q9H3S5,PIGM
Q9H3T2,SEMA6C
Q9H3T3,SEMA6B
Q9H3U5,MFSD1
Q9H3V2,MS4A5
Q9H3W5,LRRN3
Q9H3Z4,DNAJC5
Q9H400,LIME1
Q9H427,KCNK15
Q9H461,FZD8
Q9H496,TOR1AIP2
Q9H4A9,DPEP2
Q9H4B8,DPEP3
Q9H4D0,CLSTN2
Q9H4F1,ST6GALNAC4
Q9H4I9,SMDT1
Q9H511,KLHL31
Q9H553,ALG2
Q9H598,SLC32A1
Q9H5I5,PIEZO2
Q9H5J4,ELOVL6
Q9H5K3,POMK
Q9H5V8,CDCP1
Q9H5Y7,SLITRK6
Q9H665,IGFLR1
Q9H6A9,PCNX3
Q9H6B4,CLMP
Q9H6D3,XKR8
Q9H6D8,FNDC4
Q9H6F2,TMEM38A
Q9H6H4,REEP4
Q9H6L2,TMEM231
Q9H6L5,RETREG1
Q9H6R6,ZDHHC6
Q9H6X2,ANTXR1
Q9H6X4,TMEM134
Q9H6Y7,RNF167
Q9H720,CWH43
Q9H756,LRRC19
Q9H7F0,ATP13A3
Q9H7F4,TMEM185B
Q9H7M9,VSIR
Q9H7T0,CATSPERB
Q9H7V2,SYNDIG1
Q9H7Z7,PTGES2
Q9H813,TMEM206
